municipality,administration,min_age,max_age,age_group,gender,payment_method,salary_records
modena,ministero dell'interno,35,44,35-44,1,conto corrente/carta conto,168
modena,ministero dell'interno,45,54,45-54,0,conto corrente/carta conto,23
modena,ministero dell'interno,45,54,45-54,1,conto corrente/carta conto,204
modena,ministero dell'interno,55,64,55-64,0,conto corrente/carta conto,50
modena,ministero dell'interno,55,64,55-64,1,conto corrente/carta conto,140
modena,ministero dell'istruzione e del merito,18,24,18-24,0,conto corrente/carta conto,33
modena,ministero dell'istruzione e del merito,18,24,18-24,1,conto corrente/carta conto,9
modena,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,533
modena,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,237
modena,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,701
modena,ministero dell'istruzione e del merito,35,44,35-44,0,libretto postale,6
modena,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,235
modena,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,1058
modena,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,239
modena,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,1101
modena,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,261
modena,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,80
modena,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,26
modena,ministero della cultura,25,34,25-34,0,conto corrente/carta conto,6
modena,ministero della cultura,35,44,35-44,0,conto corrente/carta conto,13
modena,ministero della cultura,35,44,35-44,1,conto corrente/carta conto,13
modena,ministero della cultura,45,54,45-54,0,conto corrente/carta conto,9
modena,ministero della cultura,45,54,45-54,1,conto corrente/carta conto,8
modena,ministero della cultura,55,64,55-64,0,conto corrente/carta conto,28
modena,ministero della cultura,55,64,55-64,1,conto corrente/carta conto,9
modena,ministero della giustizia,18,24,18-24,0,conto corrente/carta conto,8
modena,ministero della giustizia,18,24,18-24,1,conto corrente/carta conto,7
modena,ministero della giustizia,25,34,25-34,0,conto corrente/carta conto,72
modena,ministero della giustizia,25,34,25-34,1,conto corrente/carta conto,78
modena,ministero della giustizia,35,44,35-44,0,conto corrente/carta conto,39
modena,ministero della giustizia,35,44,35-44,1,conto corrente/carta conto,58
modena,ministero della giustizia,45,54,45-54,0,conto corrente/carta conto,54
modena,ministero della giustizia,45,54,45-54,1,conto corrente/carta conto,50
modena,ministero della giustizia,55,64,55-64,0,conto corrente/carta conto,63
modena,ministero della giustizia,55,64,55-64,1,conto corrente/carta conto,63
modena,ministero della giustizia,65, ,65- ,0,conto corrente/carta conto,13
modena,ministero della giustizia,65, ,65- ,1,contanti,9
modena,ministero della giustizia,65, ,65- ,1,conto corrente/carta conto,11
modena,ministero delle infrastrutture e dei trasporti,55,64,55-64,1,conto corrente/carta conto,7
modena,ministero universita' e ricerca,45,54,45-54,1,conto corrente/carta conto,7
modena,ministero universita' e ricerca,55,64,55-64,0,conto corrente/carta conto,10
modena,ministero universita' e ricerca,55,64,55-64,1,conto corrente/carta conto,11
modica,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,26
modica,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,11
modica,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,192
modica,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,51
modica,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,349
modica,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,119
modica,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,454
modica,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,187
modica,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,64
modica,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,33
modigliana,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,6
modigliana,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,20
modigliana,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,19
modigliana,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,19
modugno,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,54
modugno,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,10
modugno,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,123
modugno,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,23
modugno,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,203
modugno,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,45
modugno,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,204
modugno,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,30
modugno,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,26
modugno,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,6
modugno,ministero delle infrastrutture e dei trasporti,35,44,35-44,1,conto corrente/carta conto,6
modugno,ministero delle infrastrutture e dei trasporti,45,54,45-54,1,conto corrente/carta conto,6
modugno,ministero delle infrastrutture e dei trasporti,55,64,55-64,0,conto corrente/carta conto,9
modugno,ministero delle infrastrutture e dei trasporti,55,64,55-64,1,conto corrente/carta conto,14
moena,ministero dell'interno,18,24,18-24,0,conto corrente/carta conto,27
moena,ministero dell'interno,18,24,18-24,1,conto corrente/carta conto,30
moena,ministero dell'interno,25,34,25-34,0,conto corrente/carta conto,17
moena,ministero dell'interno,25,34,25-34,1,conto corrente/carta conto,31
moena,ministero dell'interno,35,44,35-44,1,conto corrente/carta conto,8
moena,ministero dell'interno,45,54,45-54,1,conto corrente/carta conto,42
moena,ministero dell'interno,55,64,55-64,1,conto corrente/carta conto,19
mogliano,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
mogliano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,20
mogliano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,28
mogliano,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
mogliano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,23
mogliano veneto,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,36
mogliano veneto,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,8
mogliano veneto,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,77
mogliano veneto,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,17
mogliano veneto,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,134
mogliano veneto,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,20
mogliano veneto,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,145
mogliano veneto,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,19
mogliano veneto,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,8
mogoro,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,19
mogoro,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
mogoro,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,49
mogoro,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,56
mogoro,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,8
mogoro,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
moiano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,23
moiano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,47
moiano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,31
mola di bari,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,16
mola di bari,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
mola di bari,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,50
mola di bari,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,149
mola di bari,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,22
mola di bari,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,144
mola di bari,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,11
mola di bari,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,35
mola di bari,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,22
mola di bari,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,7
molare,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
molare,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,21
molare,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
molare,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,37
molare,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,42
molfetta,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,77
molfetta,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,35
molfetta,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,239
molfetta,ministero dell'istruzione e del merito,35,44,35-44,0,libretto postale,6
molfetta,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,57
molfetta,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,483
molfetta,ministero dell'istruzione e del merito,45,54,45-54,0,libretto postale,7
molfetta,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,109
molfetta,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,577
molfetta,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,25
molfetta,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,208
molfetta,ministero dell'istruzione e del merito,55,64,55-64,1,libretto postale,8
molfetta,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,53
molfetta,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,16
molinella,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,19
molinella,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,34
molinella,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,9
molinella,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,65
molinella,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
molinella,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,54
moliterno,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,13
moliterno,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,36
moliterno,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,16
moliterno,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,60
moliterno,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,21
moliterno,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,87
moliterno,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,35
moliterno,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,9
molteno,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,15
molteno,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,23
molteno,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,39
molteno,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,37
momo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,23
momo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
momo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,26
momo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,63
momo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,41
monasterace,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,21
monasterace,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,34
monasterace,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
monasterace,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,59
monasterace,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,7
monasterace,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
monastir,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,7
monastir,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,19
monastir,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,46
monastir,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,36
monastir,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
monastir,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
moncalieri,ministero dell'istruzione e del merito,18,24,18-24,0,conto corrente/carta conto,8
moncalieri,ministero dell'istruzione e del merito,18,24,18-24,1,conto corrente/carta conto,8
moncalieri,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,163
moncalieri,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,72
moncalieri,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,225
moncalieri,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,87
moncalieri,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,279
moncalieri,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,102
moncalieri,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,311
moncalieri,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,96
moncalieri,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,23
moncalvo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
moncalvo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,14
moncalvo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,30
moncalvo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,26
mondaino,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,7
mondaino,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,15
mondaino,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,16
mondaino,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,13
mondolfo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,37
mondolfo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,9
mondolfo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,76
mondolfo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,12
mondolfo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,111
mondolfo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,10
mondolfo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,112
mondolfo,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,12
mondolfo,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,10
mondovi',ministero dell'istruzione e del merito,18,24,18-24,0,conto corrente/carta conto,12
mondovi',ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,127
mondovi',ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,56
mondovi',ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,206
mondovi',ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,64
mondovi',ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,192
mondovi',ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,56
mondovi',ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,193
mondovi',ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,66
mondovi',ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,17
mondragone,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,29
mondragone,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,92
mondragone,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,25
mondragone,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,175
mondragone,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,37
mondragone,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,217
mondragone,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,12
mondragone,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,44
mondragone,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,29
mondragone,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,16
monfalcone,ministero dell'istruzione e del merito,18,24,18-24,0,conto corrente/carta conto,6
monfalcone,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,69
monfalcone,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,26
monfalcone,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,107
monfalcone,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,33
monfalcone,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,181
monfalcone,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,33
monfalcone,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,206
monfalcone,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,46
monfalcone,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,16
monghidoro,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,8
monghidoro,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,19
monghidoro,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,24
monghidoro,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
monghidoro,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,26
mongrando,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
mongrando,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,27
mongrando,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,42
mongrando,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,28
monopoli,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,39
monopoli,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,19
monopoli,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,187
monopoli,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,31
monopoli,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,313
monopoli,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,72
monopoli,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,331
monopoli,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,14
monopoli,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,83
monopoli,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,28
monopoli,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,16
monopoli,ministero universita' e ricerca,25,34,25-34,0,conto corrente/carta conto,6
monopoli,ministero universita' e ricerca,25,34,25-34,1,conto corrente/carta conto,8
monopoli,ministero universita' e ricerca,35,44,35-44,0,conto corrente/carta conto,6
monopoli,ministero universita' e ricerca,35,44,35-44,1,conto corrente/carta conto,16
monopoli,ministero universita' e ricerca,45,54,45-54,0,conto corrente/carta conto,16
monopoli,ministero universita' e ricerca,45,54,45-54,1,conto corrente/carta conto,13
monopoli,ministero universita' e ricerca,55,64,55-64,0,conto corrente/carta conto,35
monopoli,ministero universita' e ricerca,55,64,55-64,1,conto corrente/carta conto,56
monopoli,ministero universita' e ricerca,65, ,65- ,1,conto corrente/carta conto,6
monreale,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,38
monreale,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,15
monreale,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,116
monreale,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,29
monreale,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,248
monreale,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,49
monreale,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,219
monreale,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,63
monreale,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,17
monreale,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,15
monsampolo del tronto,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,24
monsampolo del tronto,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,38
monsampolo del tronto,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,62
monsampolo del tronto,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,8
monsampolo del tronto,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,67
monsampolo del tronto,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,9
monselice,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,49
monselice,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,21
monselice,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,90
monselice,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,33
monselice,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,138
monselice,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,48
monselice,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,168
monselice,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,34
monselice,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,12
monserrato,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
monserrato,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,66
monserrato,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,9
monserrato,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,85
monserrato,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,21
monserrato,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,109
monserrato,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,23
monserrato,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,9
monsummano terme,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,18
monsummano terme,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,52
monsummano terme,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,90
monsummano terme,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
monsummano terme,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,94
monsummano terme,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,7
monsummano terme,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,10
monta',ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
monta',ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,16
monta',ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,37
monta',ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,19
montagnana,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,77
montagnana,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,38
montagnana,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,87
montagnana,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,31
montagnana,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,101
montagnana,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,22
montagnana,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,108
montagnana,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,36
montalcino,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
montalcino,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
montalcino,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,14
montalcino,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,54
montalcino,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,8
montalcino,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,46
montalcino,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
montale,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,13
montale,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,21
montale,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
montale,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,32
montale,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,32
montalto di castro,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
montalto di castro,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,34
montalto di castro,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,45
montalto di castro,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,33
montalto uffugo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,23
montalto uffugo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,7
montalto uffugo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,78
montalto uffugo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,11
montalto uffugo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,122
montalto uffugo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,21
montalto uffugo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,146
montalto uffugo,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,6
montalto uffugo,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,41
montalto uffugo,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,28
montanaro,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,13
montanaro,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,26
montanaro,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,28
