region_of_residence,administration,gender,max_age,age_group,min_age,authentication_method,number_of_occurrences
calabria,agenzia delle entrate,1,54.0,45-54,45,cie,4
calabria,agenzia delle entrate,1,54.0,45-54,45,cns,6
calabria,agenzia delle entrate,1,54.0,45-54,45,spid,139
calabria,agenzia delle entrate,1,64.0,55-64,55,cie,11
calabria,agenzia delle entrate,1,64.0,55-64,55,cns,23
calabria,agenzia delle entrate,1,64.0,55-64,55,spid,198
calabria,agenzia industrie difesa aid,1,24.0,18-24,18,spid,2
calabria,agenzia industrie difesa aid,1,34.0,25-34,25,spid,2
calabria,agenzia industrie difesa aid,1,44.0,35-44,35,spid,3
calabria,agenzia italiana per la cooperazione allo sviluppo,0,34.0,25-34,25,spid,2
calabria,agenzia per le erogazioni in agricoltura,1,54.0,45-54,45,spid,2
calabria,anbsc-agenzia nazionale beni sequestrati e confiscati,0,44.0,35-44,35,spid,2
calabria,anbsc-agenzia nazionale beni sequestrati e confiscati,0,54.0,45-54,45,spid,10
calabria,anbsc-agenzia nazionale beni sequestrati e confiscati,0,64.0,55-64,55,spid,12
calabria,anbsc-agenzia nazionale beni sequestrati e confiscati,1,54.0,45-54,45,spid,7
calabria,anbsc-agenzia nazionale beni sequestrati e confiscati,1,64.0,55-64,55,cns,2
calabria,anbsc-agenzia nazionale beni sequestrati e confiscati,1,64.0,55-64,55,spid,7
calabria,ansfisa - agenzia nazionale per la sicurezza delle ferrovie e delle infrastrutture stradali e autostradali,1,44.0,35-44,35,spid,2
calabria,archivi notarili,0,64.0,55-64,55,spid,3
calabria,archivi notarili,1,64.0,55-64,55,spid,5
calabria,avvocatura generale dello stato,0,34.0,25-34,25,spid,2
calabria,avvocatura generale dello stato,0,44.0,35-44,35,cns,3
calabria,avvocatura generale dello stato,0,44.0,35-44,35,spid,10
calabria,avvocatura generale dello stato,0,54.0,45-54,45,cns,3
calabria,avvocatura generale dello stato,0,54.0,45-54,45,spid,4
calabria,avvocatura generale dello stato,0,64.0,55-64,55,cns,9
calabria,avvocatura generale dello stato,0,64.0,55-64,55,spid,6
calabria,avvocatura generale dello stato,1,,65- ,65,cns,4
calabria,avvocatura generale dello stato,1,34.0,25-34,25,spid,2
calabria,avvocatura generale dello stato,1,44.0,35-44,35,spid,2
calabria,avvocatura generale dello stato,1,54.0,45-54,45,cns,4
calabria,avvocatura generale dello stato,1,54.0,45-54,45,spid,5
calabria,avvocatura generale dello stato,1,64.0,55-64,55,cns,7
calabria,avvocatura generale dello stato,1,64.0,55-64,55,spid,5
calabria,azienda ospedaliera san camillo forlanini,0,44.0,35-44,35,spid,2
calabria,azienda ospedaliera san camillo forlanini,0,54.0,45-54,45,spid,2
calabria,azienda regionale emergenza sanitaria,0,54.0,45-54,45,spid,2
calabria,azienda regionale emergenza sanitaria,1,34.0,25-34,25,spid,3
calabria,azienda regionale emergenza sanitaria,1,64.0,55-64,55,spid,2
calabria,azienda sanitaria locale viterbo,0,44.0,35-44,35,spid,3
calabria,azienda sanitaria locale roma 2,0,44.0,35-44,35,spid,4
calabria,azienda sanitaria locale roma 2,1,34.0,25-34,25,spid,4
calabria,azienda sanitaria locale roma 2,1,34.0,25-34,25,spid,2
calabria,azienda sanitaria locale latina,0,54.0,45-54,45,spid,2
calabria,azienda sanitaria locale roma 5,0,34.0,25-34,25,spid,4
calabria,azienda sanitaria locale roma 5,0,44.0,35-44,35,spid,2
calabria,azienda sanitaria locale roma 5,1,34.0,25-34,25,spid,3
calabria,azienda sanitaria locale roma 5,1,44.0,35-44,35,spid,2
calabria,azienda sanitaria locale roma 5,1,54.0,45-54,45,spid,2
calabria,azienda sanitaria locale roma 3,0,34.0,25-34,25,spid,2
calabria,azienda sanitaria locale roma 3,0,54.0,45-54,45,spid,2
calabria,azienda sanitaria locale roma 3,1,64.0,55-64,55,spid,2
calabria,azienda sanitaria locale roma 4,0,44.0,35-44,35,spid,3
calabria,azienda sanitaria locale roma 6,0,34.0,25-34,25,spid,7
calabria,azienda sanitaria locale roma 6,0,54.0,45-54,45,spid,3
calabria,azienda sanitaria locale roma 6,1,34.0,25-34,25,spid,2
calabria,azienda sanitaria locale roma 6,1,44.0,35-44,35,spid,2
calabria,consiglio di stato e t.a.r.,0,,65- ,65,spid,2
calabria,consiglio di stato e t.a.r.,0,34.0,25-34,25,spid,7
calabria,consiglio di stato e t.a.r.,0,44.0,35-44,35,spid,5
calabria,consiglio di stato e t.a.r.,0,54.0,45-54,45,spid,5
calabria,consiglio di stato e t.a.r.,0,64.0,55-64,55,spid,4
calabria,consiglio di stato e t.a.r.,1,,65- ,65,spid,3
calabria,consiglio di stato e t.a.r.,1,44.0,35-44,35,spid,5
calabria,consiglio di stato e t.a.r.,1,54.0,45-54,45,spid,4
calabria,consiglio di stato e t.a.r.,1,64.0,55-64,55,spid,7
calabria,consiglio per ric. in agricoltura e analisi economia agraria,0,44.0,35-44,35,spid,3
calabria,consiglio per ric. in agricoltura e analisi economia agraria,0,54.0,45-54,45,cie,2
calabria,consiglio per ric. in agricoltura e analisi economia agraria,0,54.0,45-54,45,spid,3
calabria,consiglio per ric. in agricoltura e analisi economia agraria,0,64.0,55-64,55,spid,3
calabria,consiglio per ric. in agricoltura e analisi economia agraria,1,,65- ,65,spid,4
calabria,consiglio per ric. in agricoltura e analisi economia agraria,1,44.0,35-44,35,spid,2
calabria,consiglio per ric. in agricoltura e analisi economia agraria,1,54.0,45-54,45,spid,8
calabria,consiglio per ric. in agricoltura e analisi economia agraria,1,64.0,55-64,55,spid,8
calabria,corte dei conti,0,34.0,25-34,25,spid,7
calabria,corte dei conti,0,44.0,35-44,35,spid,7
calabria,corte dei conti,0,54.0,45-54,45,spid,5
calabria,corte dei conti,0,64.0,55-64,55,spid,14
calabria,corte dei conti,1,,65- ,65,spid,9
calabria,corte dei conti,1,44.0,35-44,35,spid,2
calabria,corte dei conti,1,54.0,45-54,45,spid,3
calabria,corte dei conti,1,64.0,55-64,55,spid,14
calabria,guardia di finanza,0,24.0,18-24,18,spid,37
calabria,guardia di finanza,0,34.0,25-34,25,spid,84
calabria,guardia di finanza,0,44.0,35-44,35,spid,23
calabria,guardia di finanza,0,54.0,45-54,45,spid,5
calabria,guardia di finanza,1,24.0,18-24,18,cie,3
calabria,guardia di finanza,1,24.0,18-24,18,spid,138
calabria,guardia di finanza,1,34.0,25-34,25,cie,9
calabria,guardia di finanza,1,34.0,25-34,25,cns,2
calabria,guardia di finanza,1,34.0,25-34,25,spid,303
calabria,guardia di finanza,1,44.0,35-44,35,cie,6
calabria,guardia di finanza,1,44.0,35-44,35,spid,254
calabria,guardia di finanza,1,54.0,45-54,45,cie,30
calabria,guardia di finanza,1,54.0,45-54,45,spid,713
calabria,guardia di finanza,1,64.0,55-64,55,cie,26
calabria,guardia di finanza,1,64.0,55-64,55,spid,515
calabria,ispettorato nazionale del lavoro,0,,65- ,65,spid,7
calabria,ispettorato nazionale del lavoro,0,34.0,25-34,25,spid,20
calabria,ispettorato nazionale del lavoro,0,44.0,35-44,35,spid,26
calabria,ispettorato nazionale del lavoro,0,54.0,45-54,45,cie,2
calabria,ispettorato nazionale del lavoro,0,54.0,45-54,45,cns,3
calabria,ispettorato nazionale del lavoro,0,54.0,45-54,45,spid,32
calabria,ispettorato nazionale del lavoro,0,64.0,55-64,55,cie,5
calabria,ispettorato nazionale del lavoro,0,64.0,55-64,55,cns,5
calabria,ispettorato nazionale del lavoro,0,64.0,55-64,55,spid,56
calabria,ispettorato nazionale del lavoro,1,,65- ,65,spid,5
calabria,ispettorato nazionale del lavoro,1,34.0,25-34,25,spid,17
calabria,ispettorato nazionale del lavoro,1,44.0,35-44,35,spid,31
calabria,ispettorato nazionale del lavoro,1,54.0,45-54,45,cns,2
calabria,ispettorato nazionale del lavoro,1,54.0,45-54,45,spid,32
calabria,ispettorato nazionale del lavoro,1,64.0,55-64,55,cie,2
calabria,ispettorato nazionale del lavoro,1,64.0,55-64,55,cns,2
calabria,ispettorato nazionale del lavoro,1,64.0,55-64,55,spid,31
calabria,istituto superiore di sanita',0,34.0,25-34,25,spid,4
calabria,istituto superiore di sanita',1,44.0,35-44,35,spid,2
calabria,ministero degli affari esteri e della cooperazione internazionale,0,44.0,35-44,35,spid,4
calabria,ministero degli affari esteri e della cooperazione internazionale,1,34.0,25-34,25,spid,5
calabria,ministero degli affari esteri e della cooperazione internazionale,1,44.0,35-44,35,spid,7
calabria,ministero degli affari esteri e della cooperazione internazionale,1,54.0,45-54,45,spid,2
calabria,ministero degli affari esteri e della cooperazione internazionale,1,64.0,55-64,55,spid,2
calabria,ministero del lavoro e delle politiche sociali,0,44.0,35-44,35,spid,3
calabria,ministero del lavoro e delle politiche sociali,0,54.0,45-54,45,spid,2
calabria,ministero del lavoro e delle politiche sociali,1,34.0,25-34,25,spid,2
calabria,ministero del lavoro e delle politiche sociali,1,44.0,35-44,35,spid,2
calabria,ministero del turismo,0,44.0,35-44,35,spid,2
calabria,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,44.0,35-44,35,spid,5
calabria,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,44.0,35-44,35,spid,3
calabria,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,54.0,45-54,45,spid,5
calabria,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,64.0,55-64,55,cns,2
calabria,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,64.0,55-64,55,spid,3
calabria,ministero dell'ambiente e della sicurezza energetica,0,44.0,35-44,35,spid,3
calabria,ministero dell'ambiente e della sicurezza energetica,0,54.0,45-54,45,spid,5
calabria,ministero dell'ambiente e della sicurezza energetica,1,44.0,35-44,35,spid,2
calabria,ministero dell'economia e finanze,0,,65- ,65,spid,12
calabria,ministero dell'economia e finanze,0,34.0,25-34,25,cie,2
calabria,ministero dell'economia e finanze,0,34.0,25-34,25,cns,2
calabria,ministero dell'economia e finanze,0,34.0,25-34,25,spid,17
calabria,ministero dell'economia e finanze,0,44.0,35-44,35,cie,2
calabria,ministero dell'economia e finanze,0,44.0,35-44,35,cns,8
calabria,ministero dell'economia e finanze,0,44.0,35-44,35,spid,36
calabria,ministero dell'economia e finanze,0,54.0,45-54,45,cns,6
calabria,ministero dell'economia e finanze,0,54.0,45-54,45,spid,25
calabria,ministero dell'economia e finanze,0,64.0,55-64,55,cie,2
calabria,ministero dell'economia e finanze,0,64.0,55-64,55,cns,21
calabria,ministero dell'economia e finanze,0,64.0,55-64,55,spid,36
calabria,ministero dell'economia e finanze,1,,65- ,65,cie,2
calabria,ministero dell'economia e finanze,1,,65- ,65,cns,3
calabria,ministero dell'economia e finanze,1,,65- ,65,spid,24
calabria,ministero dell'economia e finanze,1,34.0,25-34,25,cns,4
calabria,ministero dell'economia e finanze,1,34.0,25-34,25,spid,9
calabria,ministero dell'economia e finanze,1,44.0,35-44,35,cie,3
calabria,ministero dell'economia e finanze,1,44.0,35-44,35,cns,6
calabria,ministero dell'economia e finanze,1,44.0,35-44,35,spid,26
calabria,ministero dell'economia e finanze,1,54.0,45-54,45,cie,4
calabria,ministero dell'economia e finanze,1,54.0,45-54,45,cns,12
calabria,ministero dell'economia e finanze,1,54.0,45-54,45,spid,34
calabria,ministero dell'economia e finanze,1,64.0,55-64,55,cie,4
calabria,ministero dell'economia e finanze,1,64.0,55-64,55,cns,18
calabria,ministero dell'economia e finanze,1,64.0,55-64,55,spid,59
calabria,ministero dell'interno,0,,65- ,65,cie,5
calabria,ministero dell'interno,0,,65- ,65,cns,3
calabria,ministero dell'interno,0,,65- ,65,spid,28
calabria,ministero dell'interno,0,24.0,18-24,18,cie,2
calabria,ministero dell'interno,0,24.0,18-24,18,spid,106
calabria,ministero dell'interno,0,34.0,25-34,25,cie,3
calabria,ministero dell'interno,0,34.0,25-34,25,spid,202
calabria,ministero dell'interno,0,34.0,25-34,25,spid,37
calabria,ministero dell'interno,0,44.0,35-44,35,cie,5
calabria,ministero dell'interno,0,44.0,35-44,35,cie,2
calabria,ministero dell'interno,0,44.0,35-44,35,cns,3
calabria,ministero dell'interno,0,44.0,35-44,35,spid,72
calabria,ministero dell'interno,0,44.0,35-44,35,spid,46
calabria,ministero dell'interno,0,54.0,45-54,45,cie,7
calabria,ministero dell'interno,0,54.0,45-54,45,cie,6
calabria,ministero dell'interno,0,54.0,45-54,45,cns,11
calabria,ministero dell'interno,0,54.0,45-54,45,cns,2
calabria,ministero dell'interno,0,54.0,45-54,45,spid,69
calabria,ministero dell'interno,0,54.0,45-54,45,spid,88
calabria,ministero dell'interno,0,64.0,55-64,55,cie,7
calabria,ministero dell'interno,0,64.0,55-64,55,cie,5
calabria,ministero dell'interno,0,64.0,55-64,55,cns,30
calabria,ministero dell'interno,0,64.0,55-64,55,cns,2
calabria,ministero dell'interno,0,64.0,55-64,55,spid,166
calabria,ministero dell'interno,0,64.0,55-64,55,spid,97
calabria,ministero dell'interno,1,,65- ,65,cie,3
calabria,ministero dell'interno,1,,65- ,65,cns,3
calabria,ministero dell'interno,1,,65- ,65,spid,41
calabria,ministero dell'interno,1,,65- ,65,spid,3
calabria,ministero dell'interno,1,24.0,18-24,18,cie,10
calabria,ministero dell'interno,1,24.0,18-24,18,spid,29
calabria,ministero dell'interno,1,24.0,18-24,18,spid,295
calabria,ministero dell'interno,1,34.0,25-34,25,cie,5
calabria,ministero dell'interno,1,34.0,25-34,25,cie,17
calabria,ministero dell'interno,1,34.0,25-34,25,spid,192
calabria,ministero dell'interno,1,34.0,25-34,25,spid,775
calabria,ministero dell'interno,1,44.0,35-44,35,cie,23
calabria,ministero dell'interno,1,44.0,35-44,35,cie,11
calabria,ministero dell'interno,1,44.0,35-44,35,cns,5
calabria,ministero dell'interno,1,44.0,35-44,35,cns,2
calabria,ministero dell'interno,1,44.0,35-44,35,spid,641
calabria,ministero dell'interno,1,44.0,35-44,35,spid,556
calabria,ministero dell'interno,1,54.0,45-54,45,cie,41
calabria,ministero dell'interno,1,54.0,45-54,45,cie,14
calabria,ministero dell'interno,1,54.0,45-54,45,cns,12
calabria,ministero dell'interno,1,54.0,45-54,45,cns,10
calabria,ministero dell'interno,1,54.0,45-54,45,spid,916
calabria,ministero dell'interno,1,54.0,45-54,45,spid,619
calabria,ministero dell'interno,1,64.0,55-64,55,cie,28
calabria,ministero dell'interno,1,64.0,55-64,55,cie,41
calabria,ministero dell'interno,1,64.0,55-64,55,cns,7
calabria,ministero dell'interno,1,64.0,55-64,55,cns,29
calabria,ministero dell'interno,1,64.0,55-64,55,spid,577
calabria,ministero dell'interno,1,64.0,55-64,55,spid,498
calabria,ministero dell'istruzione e del merito,0,,65- ,65,cie,63
calabria,ministero dell'istruzione e del merito,0,,65- ,65,cns,2
calabria,ministero dell'istruzione e del merito,0,,65- ,65,federation,70
calabria,ministero dell'istruzione e del merito,0,,65- ,65,spid,1954
calabria,ministero dell'istruzione e del merito,0,24.0,18-24,18,cie,11
calabria,ministero dell'istruzione e del merito,0,24.0,18-24,18,spid,358
calabria,ministero dell'istruzione e del merito,0,34.0,25-34,25,cie,75
calabria,ministero dell'istruzione e del merito,0,34.0,25-34,25,federation,42
calabria,ministero dell'istruzione e del merito,0,34.0,25-34,25,spid,5020
calabria,ministero dell'istruzione e del merito,0,44.0,35-44,35,cie,142
calabria,ministero dell'istruzione e del merito,0,44.0,35-44,35,cns,4
calabria,ministero dell'istruzione e del merito,0,44.0,35-44,35,federation,128
calabria,ministero dell'istruzione e del merito,0,44.0,35-44,35,spid,8372
calabria,ministero dell'istruzione e del merito,0,54.0,45-54,45,cie,223
calabria,ministero dell'istruzione e del merito,0,54.0,45-54,45,cns,9
calabria,ministero dell'istruzione e del merito,0,54.0,45-54,45,federation,222
calabria,ministero dell'istruzione e del merito,0,54.0,45-54,45,spid,10418
calabria,ministero dell'istruzione e del merito,0,64.0,55-64,55,cie,312
calabria,ministero dell'istruzione e del merito,0,64.0,55-64,55,cns,9
calabria,ministero dell'istruzione e del merito,0,64.0,55-64,55,federation,459
calabria,ministero dell'istruzione e del merito,0,64.0,55-64,55,spid,10277
calabria,ministero dell'istruzione e del merito,1,,65- ,65,cie,46
calabria,ministero dell'istruzione e del merito,1,,65- ,65,cns,2
calabria,ministero dell'istruzione e del merito,1,,65- ,65,federation,39
calabria,ministero dell'istruzione e del merito,1,,65- ,65,spid,977
calabria,ministero dell'istruzione e del merito,1,24.0,18-24,18,cie,6
calabria,ministero dell'istruzione e del merito,1,24.0,18-24,18,spid,287
calabria,ministero dell'istruzione e del merito,1,34.0,25-34,25,cie,75
calabria,ministero dell'istruzione e del merito,1,34.0,25-34,25,federation,32
calabria,ministero dell'istruzione e del merito,1,34.0,25-34,25,spid,2704
calabria,ministero dell'istruzione e del merito,1,44.0,35-44,35,cie,71
calabria,ministero dell'istruzione e del merito,1,44.0,35-44,35,cns,3
calabria,ministero dell'istruzione e del merito,1,44.0,35-44,35,federation,57
calabria,ministero dell'istruzione e del merito,1,44.0,35-44,35,spid,3652
calabria,ministero dell'istruzione e del merito,1,54.0,45-54,45,cie,137
calabria,ministero dell'istruzione e del merito,1,54.0,45-54,45,cns,8
calabria,ministero dell'istruzione e del merito,1,54.0,45-54,45,federation,139
calabria,ministero dell'istruzione e del merito,1,54.0,45-54,45,spid,3575
calabria,ministero dell'istruzione e del merito,1,64.0,55-64,55,cie,166
calabria,ministero dell'istruzione e del merito,1,64.0,55-64,55,cns,15
calabria,ministero dell'istruzione e del merito,1,64.0,55-64,55,federation,212
calabria,ministero dell'istruzione e del merito,1,64.0,55-64,55,spid,4299
calabria,ministero della cultura,0,,65- ,65,spid,13
calabria,ministero della cultura,0,34.0,25-34,25,spid,34
calabria,ministero della cultura,0,44.0,35-44,35,cie,2
calabria,ministero della cultura,0,44.0,35-44,35,spid,127
calabria,ministero della cultura,0,54.0,45-54,45,cie,4
calabria,ministero della cultura,0,54.0,45-54,45,spid,84
calabria,ministero della cultura,0,64.0,55-64,55,spid,46
calabria,ministero della cultura,1,,65- ,65,spid,25
calabria,ministero della cultura,1,34.0,25-34,25,cie,2
calabria,ministero della cultura,1,34.0,25-34,25,spid,37
calabria,ministero della cultura,1,44.0,35-44,35,cie,4
calabria,ministero della cultura,1,44.0,35-44,35,spid,78
calabria,ministero della cultura,1,54.0,45-54,45,cie,3
calabria,ministero della cultura,1,54.0,45-54,45,spid,81
calabria,ministero della cultura,1,64.0,55-64,55,cie,10
calabria,ministero della cultura,1,64.0,55-64,55,spid,86
calabria,ministero della difesa,0,24.0,18-24,18,cie,4
calabria,ministero della difesa,0,24.0,18-24,18,spid,23
calabria,ministero della difesa,0,24.0,18-24,18,spid,124
calabria,ministero della difesa,0,34.0,25-34,25,cns,3
calabria,ministero della difesa,0,34.0,25-34,25,spid,2
calabria,ministero della difesa,0,34.0,25-34,25,spid,91
calabria,ministero della difesa,0,34.0,25-34,25,spid,37
calabria,ministero della difesa,0,44.0,35-44,35,cns,4
calabria,ministero della difesa,0,44.0,35-44,35,spid,34
calabria,ministero della difesa,0,44.0,35-44,35,spid,12
calabria,ministero della difesa,0,44.0,35-44,35,spid,6
calabria,ministero della difesa,0,54.0,45-54,45,cns,2
calabria,ministero della difesa,0,54.0,45-54,45,spid,3
calabria,ministero della difesa,0,54.0,45-54,45,spid,6
calabria,ministero della difesa,0,64.0,55-64,55,cns,3
calabria,ministero della difesa,0,64.0,55-64,55,spid,19
calabria,ministero della difesa,1,,65- ,65,spid,25
