region_of_residence,administration,gender,max_age,age_group,min_age,authentication_method,number_of_occurrences
sicilia,guardia di finanza,1,24.0,18-24,18,spid,506
sicilia,guardia di finanza,1,34.0,25-34,25,cie,20
sicilia,guardia di finanza,1,34.0,25-34,25,cns,7
sicilia,guardia di finanza,1,34.0,25-34,25,spid,763
sicilia,guardia di finanza,1,44.0,35-44,35,cie,11
sicilia,guardia di finanza,1,44.0,35-44,35,spid,578
sicilia,guardia di finanza,1,54.0,45-54,45,cie,66
sicilia,guardia di finanza,1,54.0,45-54,45,spid,1377
sicilia,guardia di finanza,1,64.0,55-64,55,cie,81
sicilia,guardia di finanza,1,64.0,55-64,55,spid,1246
sicilia,ispettorato nazionale del lavoro,0,34.0,25-34,25,spid,18
sicilia,ispettorato nazionale del lavoro,0,44.0,35-44,35,spid,23
sicilia,ispettorato nazionale del lavoro,0,54.0,45-54,45,spid,15
sicilia,ispettorato nazionale del lavoro,0,64.0,55-64,55,spid,3
sicilia,ispettorato nazionale del lavoro,1,34.0,25-34,25,spid,21
sicilia,ispettorato nazionale del lavoro,1,44.0,35-44,35,spid,16
sicilia,ispettorato nazionale del lavoro,1,54.0,45-54,45,spid,15
sicilia,ispettorato nazionale del lavoro,1,64.0,55-64,55,spid,8
sicilia,istituto superiore di sanita',0,44.0,35-44,35,spid,2
sicilia,istituto superiore di sanita',0,64.0,55-64,55,spid,2
sicilia,ministero degli affari esteri e della cooperazione internazionale,0,34.0,25-34,25,spid,13
sicilia,ministero degli affari esteri e della cooperazione internazionale,0,44.0,35-44,35,spid,8
sicilia,ministero degli affari esteri e della cooperazione internazionale,0,54.0,45-54,45,spid,4
sicilia,ministero degli affari esteri e della cooperazione internazionale,0,64.0,55-64,55,spid,3
sicilia,ministero degli affari esteri e della cooperazione internazionale,1,,65- ,65,spid,3
sicilia,ministero degli affari esteri e della cooperazione internazionale,1,34.0,25-34,25,spid,11
sicilia,ministero degli affari esteri e della cooperazione internazionale,1,44.0,35-44,35,spid,11
sicilia,ministero degli affari esteri e della cooperazione internazionale,1,54.0,45-54,45,cie,2
sicilia,ministero degli affari esteri e della cooperazione internazionale,1,54.0,45-54,45,spid,11
sicilia,ministero degli affari esteri e della cooperazione internazionale,1,64.0,55-64,55,spid,6
sicilia,ministero del lavoro e delle politiche sociali,0,44.0,35-44,35,spid,6
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,34.0,25-34,25,spid,2
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,44.0,35-44,35,spid,8
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,54.0,45-54,45,spid,15
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,0,64.0,55-64,55,spid,5
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,,65- ,65,spid,2
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,34.0,25-34,25,spid,2
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,44.0,35-44,35,spid,7
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,54.0,45-54,45,cns,2
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,54.0,45-54,45,spid,25
sicilia,ministero dell'agricoltura  della sovranita' alimentare e delle foreste,1,64.0,55-64,55,spid,16
sicilia,ministero dell'ambiente e della sicurezza energetica,0,34.0,25-34,25,spid,3
sicilia,ministero dell'ambiente e della sicurezza energetica,0,44.0,35-44,35,spid,6
sicilia,ministero dell'ambiente e della sicurezza energetica,1,34.0,25-34,25,spid,3
sicilia,ministero dell'ambiente e della sicurezza energetica,1,44.0,35-44,35,spid,2
sicilia,ministero dell'economia e finanze,0,,65- ,65,cie,2
sicilia,ministero dell'economia e finanze,0,,65- ,65,cns,5
sicilia,ministero dell'economia e finanze,0,,65- ,65,spid,13
sicilia,ministero dell'economia e finanze,0,34.0,25-34,25,cns,9
sicilia,ministero dell'economia e finanze,0,34.0,25-34,25,spid,22
sicilia,ministero dell'economia e finanze,0,44.0,35-44,35,cns,25
sicilia,ministero dell'economia e finanze,0,44.0,35-44,35,spid,62
sicilia,ministero dell'economia e finanze,0,54.0,45-54,45,cns,17
sicilia,ministero dell'economia e finanze,0,54.0,45-54,45,spid,51
sicilia,ministero dell'economia e finanze,0,64.0,55-64,55,cie,3
sicilia,ministero dell'economia e finanze,0,64.0,55-64,55,cns,34
sicilia,ministero dell'economia e finanze,0,64.0,55-64,55,spid,53
sicilia,ministero dell'economia e finanze,1,,65- ,65,cie,2
sicilia,ministero dell'economia e finanze,1,,65- ,65,cns,7
sicilia,ministero dell'economia e finanze,1,,65- ,65,spid,37
sicilia,ministero dell'economia e finanze,1,34.0,25-34,25,cie,3
sicilia,ministero dell'economia e finanze,1,34.0,25-34,25,cns,3
sicilia,ministero dell'economia e finanze,1,34.0,25-34,25,spid,30
sicilia,ministero dell'economia e finanze,1,44.0,35-44,35,cie,3
sicilia,ministero dell'economia e finanze,1,44.0,35-44,35,cns,26
sicilia,ministero dell'economia e finanze,1,44.0,35-44,35,spid,48
sicilia,ministero dell'economia e finanze,1,54.0,45-54,45,cie,5
sicilia,ministero dell'economia e finanze,1,54.0,45-54,45,cns,24
sicilia,ministero dell'economia e finanze,1,54.0,45-54,45,spid,87
sicilia,ministero dell'economia e finanze,1,64.0,55-64,55,cie,11
sicilia,ministero dell'economia e finanze,1,64.0,55-64,55,cns,50
sicilia,ministero dell'economia e finanze,1,64.0,55-64,55,spid,117
sicilia,ministero dell'interno,0,,65- ,65,cie,3
sicilia,ministero dell'interno,0,,65- ,65,cns,12
sicilia,ministero dell'interno,0,,65- ,65,spid,39
sicilia,ministero dell'interno,0,24.0,18-24,18,cie,11
sicilia,ministero dell'interno,0,24.0,18-24,18,spid,311
sicilia,ministero dell'interno,0,24.0,18-24,18,spid,11
sicilia,ministero dell'interno,0,34.0,25-34,25,cie,12
sicilia,ministero dell'interno,0,34.0,25-34,25,cie,2
sicilia,ministero dell'interno,0,34.0,25-34,25,cns,4
sicilia,ministero dell'interno,0,34.0,25-34,25,spid,115
sicilia,ministero dell'interno,0,34.0,25-34,25,spid,629
sicilia,ministero dell'interno,0,44.0,35-44,35,cie,2
sicilia,ministero dell'interno,0,44.0,35-44,35,cie,6
sicilia,ministero dell'interno,0,44.0,35-44,35,cns,6
sicilia,ministero dell'interno,0,44.0,35-44,35,spid,163
sicilia,ministero dell'interno,0,44.0,35-44,35,spid,175
sicilia,ministero dell'interno,0,54.0,45-54,45,cie,10
sicilia,ministero dell'interno,0,54.0,45-54,45,cie,4
sicilia,ministero dell'interno,0,54.0,45-54,45,cns,4
sicilia,ministero dell'interno,0,54.0,45-54,45,cns,10
sicilia,ministero dell'interno,0,54.0,45-54,45,spid,123
sicilia,ministero dell'interno,0,54.0,45-54,45,spid,233
sicilia,ministero dell'interno,0,64.0,55-64,55,cie,23
sicilia,ministero dell'interno,0,64.0,55-64,55,cie,14
sicilia,ministero dell'interno,0,64.0,55-64,55,cns,11
sicilia,ministero dell'interno,0,64.0,55-64,55,cns,59
sicilia,ministero dell'interno,0,64.0,55-64,55,spid,290
sicilia,ministero dell'interno,0,64.0,55-64,55,spid,311
sicilia,ministero dell'interno,1,,65- ,65,cie,6
sicilia,ministero dell'interno,1,,65- ,65,cns,5
sicilia,ministero dell'interno,1,,65- ,65,spid,75
sicilia,ministero dell'interno,1,,65- ,65,spid,9
sicilia,ministero dell'interno,1,24.0,18-24,18,cie,2
sicilia,ministero dell'interno,1,24.0,18-24,18,cie,21
sicilia,ministero dell'interno,1,24.0,18-24,18,spid,1010
sicilia,ministero dell'interno,1,24.0,18-24,18,spid,116
sicilia,ministero dell'interno,1,34.0,25-34,25,cie,15
sicilia,ministero dell'interno,1,34.0,25-34,25,cie,57
sicilia,ministero dell'interno,1,34.0,25-34,25,spid,768
sicilia,ministero dell'interno,1,34.0,25-34,25,spid,2603
sicilia,ministero dell'interno,1,44.0,35-44,35,cie,37
sicilia,ministero dell'interno,1,44.0,35-44,35,cie,65
sicilia,ministero dell'interno,1,44.0,35-44,35,cns,8
sicilia,ministero dell'interno,1,44.0,35-44,35,cns,14
sicilia,ministero dell'interno,1,44.0,35-44,35,spid,1938
sicilia,ministero dell'interno,1,44.0,35-44,35,spid,1406
sicilia,ministero dell'interno,1,54.0,45-54,45,cie,115
sicilia,ministero dell'interno,1,54.0,45-54,45,cie,49
sicilia,ministero dell'interno,1,54.0,45-54,45,cns,16
sicilia,ministero dell'interno,1,54.0,45-54,45,cns,24
sicilia,ministero dell'interno,1,54.0,45-54,45,spid,1441
sicilia,ministero dell'interno,1,54.0,45-54,45,spid,2723
sicilia,ministero dell'interno,1,64.0,55-64,55,cie,110
sicilia,ministero dell'interno,1,64.0,55-64,55,cie,67
sicilia,ministero dell'interno,1,64.0,55-64,55,cns,37
sicilia,ministero dell'interno,1,64.0,55-64,55,cns,23
sicilia,ministero dell'interno,1,64.0,55-64,55,spid,1315
sicilia,ministero dell'interno,1,64.0,55-64,55,spid,1758
sicilia,ministero dell'istruzione e del merito,0,,65- ,65,cie,111
sicilia,ministero dell'istruzione e del merito,0,,65- ,65,cns,4
sicilia,ministero dell'istruzione e del merito,0,,65- ,65,federation,192
sicilia,ministero dell'istruzione e del merito,0,,65- ,65,spid,3383
sicilia,ministero dell'istruzione e del merito,0,24.0,18-24,18,cie,25
sicilia,ministero dell'istruzione e del merito,0,24.0,18-24,18,spid,660
sicilia,ministero dell'istruzione e del merito,0,34.0,25-34,25,cie,127
sicilia,ministero dell'istruzione e del merito,0,34.0,25-34,25,cns,2
sicilia,ministero dell'istruzione e del merito,0,34.0,25-34,25,federation,80
sicilia,ministero dell'istruzione e del merito,0,34.0,25-34,25,spid,9902
sicilia,ministero dell'istruzione e del merito,0,44.0,35-44,35,cie,353
sicilia,ministero dell'istruzione e del merito,0,44.0,35-44,35,federation,237
sicilia,ministero dell'istruzione e del merito,0,44.0,35-44,35,spid,17351
sicilia,ministero dell'istruzione e del merito,0,54.0,45-54,45,cie,592
sicilia,ministero dell'istruzione e del merito,0,54.0,45-54,45,cns,16
sicilia,ministero dell'istruzione e del merito,0,54.0,45-54,45,federation,512
sicilia,ministero dell'istruzione e del merito,0,54.0,45-54,45,spid,24936
sicilia,ministero dell'istruzione e del merito,0,64.0,55-64,55,cie,774
sicilia,ministero dell'istruzione e del merito,0,64.0,55-64,55,cns,17
sicilia,ministero dell'istruzione e del merito,0,64.0,55-64,55,federation,1188
sicilia,ministero dell'istruzione e del merito,0,64.0,55-64,55,spid,22541
sicilia,ministero dell'istruzione e del merito,1,,65- ,65,cie,71
sicilia,ministero dell'istruzione e del merito,1,,65- ,65,cns,9
sicilia,ministero dell'istruzione e del merito,1,,65- ,65,federation,71
sicilia,ministero dell'istruzione e del merito,1,,65- ,65,spid,1745
sicilia,ministero dell'istruzione e del merito,1,24.0,18-24,18,cie,12
sicilia,ministero dell'istruzione e del merito,1,24.0,18-24,18,spid,442
sicilia,ministero dell'istruzione e del merito,1,34.0,25-34,25,cie,114
sicilia,ministero dell'istruzione e del merito,1,34.0,25-34,25,cns,2
sicilia,ministero dell'istruzione e del merito,1,34.0,25-34,25,federation,40
sicilia,ministero dell'istruzione e del merito,1,34.0,25-34,25,spid,4632
sicilia,ministero dell'istruzione e del merito,1,44.0,35-44,35,cie,222
sicilia,ministero dell'istruzione e del merito,1,44.0,35-44,35,cns,5
sicilia,ministero dell'istruzione e del merito,1,44.0,35-44,35,federation,113
sicilia,ministero dell'istruzione e del merito,1,44.0,35-44,35,spid,6604
sicilia,ministero dell'istruzione e del merito,1,54.0,45-54,45,cie,285
sicilia,ministero dell'istruzione e del merito,1,54.0,45-54,45,cns,28
sicilia,ministero dell'istruzione e del merito,1,54.0,45-54,45,federation,250
sicilia,ministero dell'istruzione e del merito,1,54.0,45-54,45,spid,7778
sicilia,ministero dell'istruzione e del merito,1,64.0,55-64,55,cie,433
sicilia,ministero dell'istruzione e del merito,1,64.0,55-64,55,cns,26
sicilia,ministero dell'istruzione e del merito,1,64.0,55-64,55,federation,457
sicilia,ministero dell'istruzione e del merito,1,64.0,55-64,55,spid,9321
sicilia,ministero della cultura,0,,65- ,65,spid,5
sicilia,ministero della cultura,0,34.0,25-34,25,spid,20
sicilia,ministero della cultura,0,44.0,35-44,35,spid,62
sicilia,ministero della cultura,0,54.0,45-54,45,cie,2
sicilia,ministero della cultura,0,54.0,45-54,45,spid,30
sicilia,ministero della cultura,0,64.0,55-64,55,cie,3
sicilia,ministero della cultura,0,64.0,55-64,55,cns,3
sicilia,ministero della cultura,0,64.0,55-64,55,spid,22
sicilia,ministero della cultura,1,,65- ,65,spid,10
sicilia,ministero della cultura,1,34.0,25-34,25,spid,24
sicilia,ministero della cultura,1,44.0,35-44,35,cie,3
sicilia,ministero della cultura,1,44.0,35-44,35,spid,51
sicilia,ministero della cultura,1,54.0,45-54,45,cie,3
sicilia,ministero della cultura,1,54.0,45-54,45,spid,39
sicilia,ministero della cultura,1,64.0,55-64,55,cie,5
sicilia,ministero della cultura,1,64.0,55-64,55,cns,2
sicilia,ministero della cultura,1,64.0,55-64,55,spid,51
sicilia,ministero della difesa,0,,65- ,65,spid,9
sicilia,ministero della difesa,0,24.0,18-24,18,cie,17
sicilia,ministero della difesa,0,24.0,18-24,18,cie,3
sicilia,ministero della difesa,0,24.0,18-24,18,cns,3
sicilia,ministero della difesa,0,24.0,18-24,18,spid,637
sicilia,ministero della difesa,0,24.0,18-24,18,spid,94
sicilia,ministero della difesa,0,34.0,25-34,25,cie,6
sicilia,ministero della difesa,0,34.0,25-34,25,cns,5
sicilia,ministero della difesa,0,34.0,25-34,25,spid,12
sicilia,ministero della difesa,0,34.0,25-34,25,spid,117
sicilia,ministero della difesa,0,34.0,25-34,25,spid,367
sicilia,ministero della difesa,0,44.0,35-44,35,cie,2
sicilia,ministero della difesa,0,44.0,35-44,35,cie,5
sicilia,ministero della difesa,0,44.0,35-44,35,cns,2
sicilia,ministero della difesa,0,44.0,35-44,35,cns,16
sicilia,ministero della difesa,0,44.0,35-44,35,spid,213
sicilia,ministero della difesa,0,44.0,35-44,35,spid,84
sicilia,ministero della difesa,0,54.0,45-54,45,cie,2
sicilia,ministero della difesa,0,54.0,45-54,45,cns,3
sicilia,ministero della difesa,0,54.0,45-54,45,cns,2
sicilia,ministero della difesa,0,54.0,45-54,45,spid,35
sicilia,ministero della difesa,0,54.0,45-54,45,spid,17
sicilia,ministero della difesa,0,54.0,45-54,45,spid,3
sicilia,ministero della difesa,0,64.0,55-64,55,cie,5
sicilia,ministero della difesa,0,64.0,55-64,55,cns,11
sicilia,ministero della difesa,0,64.0,55-64,55,spid,82
sicilia,ministero della difesa,1,,65- ,65,cie,2
sicilia,ministero della difesa,1,,65- ,65,cns,9
sicilia,ministero della difesa,1,,65- ,65,spid,77
sicilia,ministero della difesa,1,24.0,18-24,18,cie,111
sicilia,ministero della difesa,1,24.0,18-24,18,cie,11
sicilia,ministero della difesa,1,24.0,18-24,18,cns,9
sicilia,ministero della difesa,1,24.0,18-24,18,spid,4
sicilia,ministero della difesa,1,24.0,18-24,18,spid,248
sicilia,ministero della difesa,1,24.0,18-24,18,spid,2591
sicilia,ministero della difesa,1,34.0,25-34,25,cie,42
sicilia,ministero della difesa,1,34.0,25-34,25,cie,4
sicilia,ministero della difesa,1,34.0,25-34,25,cns,2
sicilia,ministero della difesa,1,34.0,25-34,25,cns,3
sicilia,ministero della difesa,1,34.0,25-34,25,cns,27
sicilia,ministero della difesa,1,34.0,25-34,25,spid,2044
sicilia,ministero della difesa,1,34.0,25-34,25,spid,199
sicilia,ministero della difesa,1,34.0,25-34,25,spid,33
sicilia,ministero della difesa,1,44.0,35-44,35,cie,113
sicilia,ministero della difesa,1,44.0,35-44,35,cie,17
sicilia,ministero della difesa,1,44.0,35-44,35,cie,8
sicilia,ministero della difesa,1,44.0,35-44,35,cns,32
sicilia,ministero della difesa,1,44.0,35-44,35,cns,7
sicilia,ministero della difesa,1,44.0,35-44,35,cns,151
sicilia,ministero della difesa,1,44.0,35-44,35,spid,2752
sicilia,ministero della difesa,1,44.0,35-44,35,spid,564
sicilia,ministero della difesa,1,44.0,35-44,35,spid,287
sicilia,ministero della difesa,1,54.0,45-54,45,cie,31
sicilia,ministero della difesa,1,54.0,45-54,45,cie,14
sicilia,ministero della difesa,1,54.0,45-54,45,cie,129
sicilia,ministero della difesa,1,54.0,45-54,45,cns,429
sicilia,ministero della difesa,1,54.0,45-54,45,cns,10
sicilia,ministero della difesa,1,54.0,45-54,45,cns,59
sicilia,ministero della difesa,1,54.0,45-54,45,spid,3185
sicilia,ministero della difesa,1,54.0,45-54,45,spid,359
sicilia,ministero della difesa,1,54.0,45-54,45,spid,659
sicilia,ministero della difesa,1,64.0,55-64,55,cie,39
sicilia,ministero della difesa,1,64.0,55-64,55,cie,8
sicilia,ministero della difesa,1,64.0,55-64,55,cie,16
sicilia,ministero della difesa,1,64.0,55-64,55,cns,6
sicilia,ministero della difesa,1,64.0,55-64,55,cns,51
sicilia,ministero della difesa,1,64.0,55-64,55,cns,169
sicilia,ministero della difesa,1,64.0,55-64,55,spid,364
sicilia,ministero della difesa,1,64.0,55-64,55,spid,98
sicilia,ministero della difesa,1,64.0,55-64,55,spid,920
sicilia,ministero della giustizia,0,,65- ,65,cie,11
sicilia,ministero della giustizia,0,,65- ,65,cns,25
sicilia,ministero della giustizia,0,,65- ,65,spid,238
sicilia,ministero della giustizia,0,24.0,18-24,18,spid,127
sicilia,ministero della giustizia,0,34.0,25-34,25,cie,13
sicilia,ministero della giustizia,0,34.0,25-34,25,cns,14
sicilia,ministero della giustizia,0,34.0,25-34,25,spid,1512
sicilia,ministero della giustizia,0,44.0,35-44,35,cie,21
sicilia,ministero della giustizia,0,44.0,35-44,35,cns,25
sicilia,ministero della giustizia,0,44.0,35-44,35,spid,954
sicilia,ministero della giustizia,0,54.0,45-54,45,cie,29
sicilia,ministero della giustizia,0,54.0,45-54,45,cns,107
sicilia,ministero della giustizia,0,54.0,45-54,45,spid,1118
sicilia,ministero della giustizia,0,64.0,55-64,55,cie,55
sicilia,ministero della giustizia,0,64.0,55-64,55,cns,156
sicilia,ministero della giustizia,0,64.0,55-64,55,spid,1128
sicilia,ministero della giustizia,1,,65- ,65,cie,11
sicilia,ministero della giustizia,1,,65- ,65,cns,25
sicilia,ministero della giustizia,1,,65- ,65,spid,179
sicilia,ministero della giustizia,1,24.0,18-24,18,cie,4
sicilia,ministero della giustizia,1,24.0,18-24,18,spid,218
sicilia,ministero della giustizia,1,34.0,25-34,25,cie,41
sicilia,ministero della giustizia,1,34.0,25-34,25,cns,13
sicilia,ministero della giustizia,1,34.0,25-34,25,spid,1845
sicilia,ministero della giustizia,1,44.0,35-44,35,cie,41
sicilia,ministero della giustizia,1,44.0,35-44,35,cns,11
sicilia,ministero della giustizia,1,44.0,35-44,35,spid,1041
sicilia,ministero della giustizia,1,54.0,45-54,45,cie,74
sicilia,ministero della giustizia,1,54.0,45-54,45,cns,33
sicilia,ministero della giustizia,1,54.0,45-54,45,spid,1710
sicilia,ministero della giustizia,1,64.0,55-64,55,cie,110
sicilia,ministero della giustizia,1,64.0,55-64,55,cns,136
sicilia,ministero della giustizia,1,64.0,55-64,55,spid,1970
sicilia,ministero della salute,0,,65- ,65,spid,4
sicilia,ministero della salute,0,34.0,25-34,25,spid,14
sicilia,ministero della salute,0,44.0,35-44,35,spid,9
sicilia,ministero della salute,0,54.0,45-54,45,spid,5
sicilia,ministero della salute,0,64.0,55-64,55,cie,2
sicilia,ministero della salute,0,64.0,55-64,55,cns,2
sicilia,ministero della salute,0,64.0,55-64,55,spid,20
sicilia,ministero della salute,1,,65- ,65,spid,12
sicilia,ministero della salute,1,34.0,25-34,25,spid,12
sicilia,ministero della salute,1,44.0,35-44,35,spid,7
sicilia,ministero della salute,1,54.0,45-54,45,spid,6
sicilia,ministero della salute,1,64.0,55-64,55,spid,20
sicilia,ministero delle imprese e del made in italy,0,,65- ,65,spid,2
sicilia,ministero delle imprese e del made in italy,0,34.0,25-34,25,spid,10
sicilia,ministero delle imprese e del made in italy,0,44.0,35-44,35,spid,9
sicilia,ministero delle imprese e del made in italy,0,54.0,45-54,45,spid,5
sicilia,ministero delle imprese e del made in italy,0,64.0,55-64,55,spid,7
sicilia,ministero delle imprese e del made in italy,1,,65- ,65,spid,9
sicilia,ministero delle imprese e del made in italy,1,34.0,25-34,25,spid,2
sicilia,ministero delle imprese e del made in italy,1,44.0,35-44,35,spid,9
sicilia,ministero delle imprese e del made in italy,1,54.0,45-54,45,spid,8
sicilia,ministero delle imprese e del made in italy,1,64.0,55-64,55,cie,5
sicilia,ministero delle imprese e del made in italy,1,64.0,55-64,55,cns,2
sicilia,ministero delle imprese e del made in italy,1,64.0,55-64,55,spid,31
sicilia,ministero delle infrastrutture e dei trasporti,0,,65- ,65,cns,2
sicilia,ministero delle infrastrutture e dei trasporti,0,,65- ,65,spid,8
sicilia,ministero delle infrastrutture e dei trasporti,0,34.0,25-34,25,spid,5
sicilia,ministero delle infrastrutture e dei trasporti,0,44.0,35-44,35,spid,14
sicilia,ministero delle infrastrutture e dei trasporti,0,54.0,45-54,45,spid,12
sicilia,ministero delle infrastrutture e dei trasporti,0,64.0,55-64,55,cie,2
sicilia,ministero delle infrastrutture e dei trasporti,0,64.0,55-64,55,cns,2
sicilia,ministero delle infrastrutture e dei trasporti,0,64.0,55-64,55,spid,38
sicilia,ministero delle infrastrutture e dei trasporti,1,,65- ,65,cie,3
sicilia,ministero delle infrastrutture e dei trasporti,1,,65- ,65,spid,28
sicilia,ministero delle infrastrutture e dei trasporti,1,34.0,25-34,25,spid,14
sicilia,ministero delle infrastrutture e dei trasporti,1,44.0,35-44,35,spid,17
sicilia,ministero delle infrastrutture e dei trasporti,1,54.0,45-54,45,cns,2
sicilia,ministero delle infrastrutture e dei trasporti,1,54.0,45-54,45,spid,20
sicilia,ministero delle infrastrutture e dei trasporti,1,64.0,55-64,55,cie,8
sicilia,ministero delle infrastrutture e dei trasporti,1,64.0,55-64,55,cns,5
sicilia,ministero delle infrastrutture e dei trasporti,1,64.0,55-64,55,spid,115
sicilia,ministero universita' e ricerca,0,,65- ,65,spid,3
sicilia,ministero universita' e ricerca,0,24.0,18-24,18,spid,2
sicilia,ministero universita' e ricerca,0,34.0,25-34,25,spid,18
sicilia,ministero universita' e ricerca,0,44.0,35-44,35,spid,32
sicilia,ministero universita' e ricerca,0,54.0,45-54,45,cie,3
sicilia,ministero universita' e ricerca,0,54.0,45-54,45,spid,41
sicilia,ministero universita' e ricerca,0,64.0,55-64,55,spid,28
sicilia,ministero universita' e ricerca,1,,65- ,65,cie,2
sicilia,ministero universita' e ricerca,1,,65- ,65,spid,7
sicilia,ministero universita' e ricerca,1,34.0,25-34,25,cie,4
sicilia,ministero universita' e ricerca,1,34.0,25-34,25,spid,23
sicilia,ministero universita' e ricerca,1,44.0,35-44,35,cie,6
sicilia,ministero universita' e ricerca,1,44.0,35-44,35,spid,51
sicilia,ministero universita' e ricerca,1,54.0,45-54,45,spid,55
sicilia,ministero universita' e ricerca,1,64.0,55-64,55,cie,4
sicilia,ministero universita' e ricerca,1,64.0,55-64,55,spid,90
sicilia,presidenza del consiglio dei ministri,0,34.0,25-34,25,spid,4
sicilia,presidenza del consiglio dei ministri,0,44.0,35-44,35,spid,9
sicilia,presidenza del consiglio dei ministri,0,54.0,45-54,45,spid,3
sicilia,presidenza del consiglio dei ministri,0,64.0,55-64,55,spid,5
sicilia,presidenza del consiglio dei ministri,1,34.0,25-34,25,spid,2
sicilia,presidenza del consiglio dei ministri,1,44.0,35-44,35,spid,11
sicilia,presidenza del consiglio dei ministri,1,64.0,55-64,55,spid,6
sicilia,regione lazio,0,44.0,35-44,35,spid,5
sicilia,regione lazio,0,54.0,45-54,45,spid,2
sicilia,regione lazio,1,44.0,35-44,35,spid,3
toscana,a.o. s. giovanni addolorata,0,34.0,25-34,25,spid,2
toscana,a.o.r.n. antonio cardarelli,0,34.0,25-34,25,spid,2
toscana,a.o.r.n. antonio cardarelli,0,44.0,35-44,35,spid,3
toscana,agenzia del demanio,0,34.0,25-34,25,spid,2
toscana,agenzia del demanio,0,44.0,35-44,35,spid,8
toscana,agenzia del demanio,0,54.0,45-54,45,cie,2
toscana,agenzia del demanio,0,54.0,45-54,45,spid,8
toscana,agenzia del demanio,0,64.0,55-64,55,spid,3
toscana,agenzia del demanio,1,34.0,25-34,25,spid,2
toscana,agenzia del demanio,1,44.0,35-44,35,spid,7
toscana,agenzia del demanio,1,54.0,45-54,45,cie,2
toscana,agenzia del demanio,1,54.0,45-54,45,spid,7
toscana,agenzia del demanio,1,64.0,55-64,55,spid,3
toscana,agenzia delle dogane,0,,65- ,65,spid,13
toscana,agenzia delle dogane,0,34.0,25-34,25,spid,24
toscana,agenzia delle dogane,0,44.0,35-44,35,spid,15
toscana,agenzia delle dogane,0,54.0,45-54,45,cie,2
toscana,agenzia delle dogane,0,54.0,45-54,45,spid,69
toscana,agenzia delle dogane,0,64.0,55-64,55,cie,4
toscana,agenzia delle dogane,0,64.0,55-64,55,spid,93
toscana,agenzia delle dogane,1,,65- ,65,spid,17
toscana,agenzia delle dogane,1,24.0,18-24,18,spid,3
toscana,agenzia delle dogane,1,34.0,25-34,25,cie,3
toscana,agenzia delle dogane,1,34.0,25-34,25,spid,26
toscana,agenzia delle dogane,1,44.0,35-44,35,cie,3
toscana,agenzia delle dogane,1,44.0,35-44,35,spid,25
toscana,agenzia delle dogane,1,54.0,45-54,45,spid,69
toscana,agenzia delle dogane,1,64.0,55-64,55,cie,8
toscana,agenzia delle dogane,1,64.0,55-64,55,cns,2
toscana,agenzia delle dogane,1,64.0,55-64,55,spid,95
toscana,agenzia delle entrate,0,,65- ,65,cns,3
toscana,agenzia delle entrate,0,,65- ,65,spid,46
toscana,agenzia delle entrate,0,34.0,25-34,25,cie,2
toscana,agenzia delle entrate,0,34.0,25-34,25,spid,132
toscana,agenzia delle entrate,0,44.0,35-44,35,cie,2
toscana,agenzia delle entrate,0,44.0,35-44,35,spid,200
toscana,agenzia delle entrate,0,54.0,45-54,45,cie,4
toscana,agenzia delle entrate,0,54.0,45-54,45,cns,9
toscana,agenzia delle entrate,0,54.0,45-54,45,spid,291
toscana,agenzia delle entrate,0,64.0,55-64,55,cie,12
toscana,agenzia delle entrate,0,64.0,55-64,55,cns,25
toscana,agenzia delle entrate,0,64.0,55-64,55,spid,198
toscana,agenzia delle entrate,1,,65- ,65,cie,3
toscana,agenzia delle entrate,1,,65- ,65,cns,2
toscana,agenzia delle entrate,1,,65- ,65,spid,36
toscana,agenzia delle entrate,1,24.0,18-24,18,spid,2
toscana,agenzia delle entrate,1,34.0,25-34,25,cie,3
toscana,agenzia delle entrate,1,34.0,25-34,25,spid,140
toscana,agenzia delle entrate,1,44.0,35-44,35,cie,5
toscana,agenzia delle entrate,1,44.0,35-44,35,cns,3
toscana,agenzia delle entrate,1,44.0,35-44,35,spid,154
toscana,agenzia delle entrate,1,54.0,45-54,45,cie,24
toscana,agenzia delle entrate,1,54.0,45-54,45,cns,17
toscana,agenzia delle entrate,1,54.0,45-54,45,spid,268
toscana,agenzia delle entrate,1,64.0,55-64,55,cie,17
toscana,agenzia delle entrate,1,64.0,55-64,55,cns,24
toscana,agenzia delle entrate,1,64.0,55-64,55,spid,212
toscana,agenzia industrie difesa aid,0,34.0,25-34,25,spid,3
toscana,agenzia industrie difesa aid,0,44.0,35-44,35,spid,3
toscana,agenzia industrie difesa aid,0,64.0,55-64,55,cns,2
toscana,agenzia industrie difesa aid,0,64.0,55-64,55,spid,3
